,LSOA2011,income score,employment score,"education, skills and training score",barriers to housing and services score
6741,E01006927,0.108,0.107,12.362,7.378
6742,E01006928,0.076,0.069,1.512,9.524
6743,E01006929,0.137,0.097,17.524,5.117
6744,E01006930,0.148,0.115,20.001,4.026
6745,E01006931,0.061,0.057,7.489,2.934
6746,E01006932,0.041,0.055,2.268,10.305
6747,E01006933,0.135,0.109,23.789,6.144
6748,E01006934,0.105,0.104,13.855,2.882
6749,E01006935,0.089,0.081,5.351,6.567
6750,E01006936,0.075,0.058,3.505,9.972
6751,E01006937,0.035,0.048,2.141,11.772
6752,E01006938,0.059,0.072,6.025,27.456
6753,E01006939,0.092,0.087,3.441,2.225
6754,E01006940,0.074,0.066,1.751,11.277
6755,E01006941,0.084,0.087,7.539,7.067
6756,E01006942,0.111,0.102,9.583,8.32
6757,E01006943,0.032,0.044,3.007,7.977
6758,E01006944,0.177,0.189,15.711,20.123
6759,E01006945,0.188,0.198,25.366,15.397
6760,E01006946,0.117,0.121,22.703,8.957
6761,E01006947,0.078,0.094,6.215,6.27
6762,E01006948,0.28,0.231,22.291,16.633
6763,E01006949,0.131,0.091,10.157,18.476
6764,E01006950,0.271,0.259,23.073,23.949
6765,E01006951,0.119,0.128,8.515,13.448
6766,E01006952,0.395,0.371,41.246,16.013
6767,E01006953,0.256,0.233,28.3,12.877
6768,E01006954,0.14,0.113,12.635,16.221
6769,E01006955,0.095,0.084,7.313,2.482
6770,E01006956,0.201,0.185,14.032,4.04
6771,E01006957,0.322,0.329,29.094,16.479
6772,E01006958,0.201,0.192,26.857,5.483
6773,E01006959,0.148,0.149,14.08,13.357
6774,E01006960,0.103,0.133,21.692,10.066
6775,E01006961,0.352,0.279,33.802,8.389
6776,E01006962,0.23,0.174,37.185,8.676
6777,E01006963,0.44,0.333,69.227,10.482
6778,E01006964,0.353,0.293,35.997,9.024
6779,E01006965,0.352,0.267,50.399,11.871
6780,E01006966,0.273,0.191,33.305,6.045
6781,E01006967,0.365,0.371,46.938,12.271
6782,E01006968,0.268,0.251,33.562,16.471
6783,E01006969,0.183,0.167,22.639,12.885
6784,E01006970,0.178,0.153,22.422,16.995
6785,E01006971,0.101,0.126,4.737,15.845
6786,E01006972,0.132,0.121,4.085,12.507
6787,E01006973,0.091,0.099,6.436,25.288
6788,E01006974,0.044,0.055,2.088,23.339
6789,E01006976,0.152,0.12,19.553,7.997
6790,E01006977,0.264,0.199,24.119,14.036
6791,E01006978,0.091,0.096,12.645,7.001
6792,E01006979,0.336,0.282,61.97,15.934
6793,E01006980,0.358,0.332,52.706,11.946
6794,E01006981,0.33,0.269,51.74,18.234
6795,E01006982,0.155,0.131,26.685,4.498
6796,E01006983,0.137,0.1,21.388,9.428
6797,E01006984,0.36,0.266,59.53,11.256
6798,E01006985,0.029,0.04,1.706,18.5
6799,E01006986,0.043,0.063,3.703,11.668
6800,E01006987,0.055,0.065,3.703,16.478
6801,E01006988,0.128,0.102,9.923,12.402
6802,E01006989,0.045,0.077,3.667,4.364
6803,E01006990,0.022,0.041,2.095,10.603
6804,E01006991,0.036,0.047,2.004,16.914
6805,E01006992,0.076,0.084,3.22,12.838
6806,E01006993,0.028,0.045,2.498,23.133
6807,E01006994,0.182,0.15,20.078,8.356
6808,E01006995,0.086,0.075,4.499,8.265
6809,E01006996,0.151,0.154,15.536,8.368
6810,E01006997,0.131,0.117,18.376,4.88
6811,E01006998,0.162,0.109,23.64,7.795
6812,E01006999,0.134,0.111,11.654,5.799
6813,E01007000,0.193,0.148,17.903,10.924
6814,E01007001,0.141,0.099,30.626,6.702
6815,E01007002,0.056,0.071,8.262,3.971
6816,E01007003,0.435,0.339,53.207,10.44
6817,E01007004,0.354,0.274,45.653,12.88
6818,E01007005,0.445,0.377,70.503,12.51
6819,E01007006,0.414,0.329,68.295,10.62
6820,E01007007,0.51,0.474,80.961,19.044
6821,E01007008,0.413,0.34,55.25,12.135
6822,E01007009,0.406,0.343,51.174,25.746
6823,E01007010,0.393,0.329,55.513,14.47
6824,E01007011,0.415,0.343,59.168,12.205
6825,E01007012,0.291,0.227,35.682,4.622
6826,E01007013,0.375,0.272,52.631,9.332
6827,E01007014,0.105,0.102,16.229,8.283
6828,E01007016,0.314,0.235,42.822,11.778
6829,E01007017,0.333,0.25,44.259,9.944
6830,E01007019,0.454,0.34,67.477,16.91
6831,E01007020,0.213,0.192,28.666,6.434
6832,E01007021,0.039,0.047,4.672,8.501
6833,E01007022,0.219,0.205,18.791,12.975
6834,E01007023,0.053,0.07,3.947,11.961
6835,E01007024,0.273,0.238,39.671,13.344
6836,E01007025,0.044,0.043,2.58,6.241
6837,E01007026,0.261,0.207,33.817,13.152
6838,E01007027,0.041,0.054,3.916,25.107
6839,E01007028,0.104,0.105,18.164,6.137
6840,E01007029,0.107,0.103,21.154,7.672
6841,E01007030,0.15,0.106,23.373,5.923
6842,E01007031,0.095,0.09,7.68,10.218
6843,E01007032,0.064,0.053,4.577,1.883
6844,E01007033,0.078,0.084,13.192,6.843
6845,E01007034,0.05,0.046,1.833,7.792
6846,E01007035,0.094,0.085,7.145,6.26
6847,E01007036,0.06,0.084,17.886,10.631
6848,E01007037,0.089,0.087,13.737,4.496
6849,E01007038,0.188,0.168,14.812,25.192
6850,E01007039,0.119,0.118,20.05,2.078
6851,E01007040,0.123,0.104,20.837,17.152
6852,E01007041,0.111,0.118,19.389,6.02
6853,E01007042,0.124,0.133,18.272,2.399
6854,E01007043,0.082,0.078,15.878,3.064
6855,E01007044,0.071,0.08,12.249,8.328
6856,E01007045,0.074,0.094,15.005,18.308
6857,E01007046,0.115,0.117,23.164,9.839
6858,E01007047,0.231,0.23,30.39,12.211
6859,E01007048,0.335,0.262,52.067,18.682
6860,E01007049,0.204,0.164,24.036,12.19
6861,E01007050,0.157,0.138,24.882,4.011
6862,E01007051,0.365,0.289,57.044,12.027
6863,E01007052,0.242,0.199,44.637,16.603
6864,E01007053,0.14,0.145,19.715,16.599
6865,E01007054,0.233,0.195,40.012,9.334
6866,E01007055,0.288,0.236,45.984,19.196
6867,E01007056,0.152,0.097,27.039,7.674
6868,E01007057,0.105,0.076,22.45,7.033
6869,E01007058,0.182,0.151,12.751,10.465
6870,E01007059,0.112,0.086,12.3,4.922
6871,E01007060,0.192,0.19,15.092,11.357
6872,E01007061,0.078,0.072,16.848,4.379
6873,E01007062,0.099,0.092,8.145,5.429
6874,E01007063,0.12,0.081,11.551,3.352
6875,E01007064,0.089,0.101,4.021,6.625
6876,E01007065,0.081,0.087,13.71,5.435
6877,E01007066,0.078,0.079,11.365,5.387
6878,E01007067,0.056,0.064,7.221,22.23
6879,E01007068,0.047,0.055,4.291,16.342
6880,E01007069,0.139,0.136,17.083,9.071
6881,E01007070,0.052,0.059,6.298,6.076
6882,E01007071,0.076,0.069,7.41,22.225
6883,E01007072,0.077,0.084,8.362,15.777
6884,E01007073,0.059,0.05,11.602,15.104
6885,E01007074,0.148,0.122,21.585,6.744
6886,E01007075,0.084,0.084,11.785,5.534
6887,E01007076,0.077,0.076,6.598,28.988
6888,E01007077,0.09,0.097,6.272,4.764
6889,E01007078,0.041,0.064,3.669,14.271
6890,E01007079,0.04,0.047,1.738,10.477
6891,E01007080,0.102,0.104,9.201,8.202
6892,E01007081,0.071,0.057,2.853,4.651
6893,E01007082,0.068,0.058,5.064,3.189
6894,E01007083,0.178,0.146,30.989,9.751
6895,E01007084,0.053,0.063,10.718,19.858
6896,E01007085,0.329,0.252,61.684,14.213
6897,E01007086,0.356,0.271,54.702,17.308
6898,E01007087,0.31,0.279,37.942,11.814
6899,E01007088,0.186,0.176,36.138,7.016
6900,E01007089,0.35,0.284,42.241,12.486
6901,E01007090,0.311,0.277,53.462,17.864
6902,E01007091,0.212,0.181,33.905,21.515
6903,E01007092,0.319,0.242,43.789,24.896
6904,E01007095,0.054,0.074,6.858,2.744
6905,E01007096,0.053,0.077,4.717,4.348
6906,E01007097,0.067,0.067,8.957,5.164
6907,E01007098,0.071,0.082,9.876,20.09
6908,E01007099,0.12,0.101,6.26,10.878
6909,E01007100,0.071,0.062,7.181,3.682
6910,E01007101,0.063,0.07,5.278,4.806
6911,E01007102,0.13,0.118,9.047,2.758
6912,E01007103,0.063,0.062,6.302,5.271
6913,E01007104,0.09,0.078,3.619,3.419
6914,E01007105,0.101,0.064,6.562,5.932
6915,E01007106,0.134,0.119,12.507,9.848
6916,E01007107,0.069,0.051,5.738,2.215
6917,E01007108,0.095,0.083,9.277,8.612
6918,E01007109,0.125,0.114,11.593,5.246
6919,E01007110,0.052,0.075,3.85,6.164
6920,E01007111,0.043,0.062,2.15,7.618
6921,E01007112,0.119,0.13,8.527,4.61
6922,E01007113,0.061,0.069,2.304,11.544
6923,E01007114,0.197,0.142,19.64,9.606
6924,E01007115,0.139,0.131,13.708,7.544
6925,E01007116,0.083,0.088,6.674,2.488
6926,E01007117,0.046,0.054,3.381,1.476
6927,E01007118,0.188,0.176,20.575,5.543
6928,E01007119,0.308,0.267,49.344,12.704
6929,E01007120,0.276,0.209,46.441,28.361
6930,E01007121,0.471,0.353,68.935,12.445
6931,E01007122,0.549,0.414,91.868,9.966
6932,E01007123,0.425,0.305,76.172,9.099
6933,E01007124,0.469,0.337,81.711,12.164
6934,E01007125,0.286,0.213,37.534,6.606
6935,E01007126,0.435,0.408,63.729,12.595
6936,E01007127,0.504,0.382,81.145,15.518
6937,E01007128,0.498,0.419,55.857,13.784
6938,E01007129,0.431,0.401,41.808,12.549
6939,E01007130,0.335,0.261,37.684,7.655
6940,E01007131,0.371,0.301,54.213,9.053
6941,E01007133,0.581,0.508,74.812,10.046
6942,E01007135,0.068,0.085,9.493,3.317
6943,E01007136,0.259,0.224,38.819,8.849
6944,E01007137,0.18,0.155,23.95,11.229
6945,E01007138,0.318,0.282,53.256,8.804
6946,E01007139,0.228,0.216,28.396,8.706
6947,E01007140,0.145,0.117,23.719,17.229
6948,E01007141,0.173,0.143,16.408,10.127
6949,E01007142,0.059,0.055,2.748,19.367
6950,E01007143,0.102,0.098,18.932,22.226
6951,E01007144,0.057,0.052,2.256,27.582
6952,E01007145,0.029,0.058,1.422,18.037
6953,E01007146,0.038,0.044,2.134,14.944
6954,E01007147,0.029,0.053,1.711,20.69
6955,E01007148,0.056,0.105,2.593,20.961
6956,E01007149,0.032,0.045,3.768,12.963
6957,E01007150,0.042,0.046,3.721,22.91
6958,E01007151,0.064,0.065,3.828,8.909
6959,E01007152,0.12,0.11,9.484,10.454
6960,E01007153,0.184,0.158,13.042,17.434
6961,E01007154,0.061,0.072,5.033,5.368
6962,E01007155,0.308,0.298,16.517,14.628
6963,E01007156,0.129,0.147,14.445,10.973
6964,E01007157,0.111,0.112,16.505,2.676
6965,E01007158,0.091,0.097,7.146,4.208
6966,E01007159,0.096,0.124,5.968,25.531
6967,E01007160,0.156,0.139,3.802,11.088
6968,E01007161,0.132,0.113,20.844,6.501
6969,E01007162,0.329,0.246,63.807,19.257
6970,E01007163,0.11,0.102,13.489,6.567
6971,E01007164,0.073,0.08,9.269,15.822
6972,E01007165,0.046,0.057,4.873,15.7
6973,E01007166,0.044,0.056,9.106,11.814
6974,E01007167,0.173,0.143,26.698,15.175
6975,E01007168,0.235,0.199,35.651,18.068
6976,E01007169,0.132,0.122,24.982,11.601
6977,E01007170,0.064,0.08,4.618,2.563
6978,E01007171,0.04,0.05,4.225,5.728
6979,E01007172,0.058,0.055,2.097,4.808
6980,E01007173,0.125,0.107,15.191,4.509
6981,E01007174,0.165,0.137,19.406,4.884
6982,E01007175,0.341,0.288,40.736,14.221
6983,E01007176,0.238,0.239,33.403,7.678
6984,E01007177,0.182,0.159,26.498,9.722
6985,E01007178,0.219,0.206,16.76,6.925
6986,E01007179,0.315,0.265,28.136,8.01
6987,E01007180,0.202,0.184,22.767,5.148
6988,E01007181,0.197,0.156,17.186,5.323
6989,E01007182,0.067,0.054,1.511,7.492
6990,E01007183,0.074,0.085,2.794,24.611
6991,E01007184,0.058,0.055,2.983,5.654
6992,E01007185,0.104,0.085,5.598,4.021
6993,E01007186,0.041,0.047,0.879,8.704
6994,E01007187,0.02,0.035,0.636,25.68
6995,E01007188,0.028,0.036,1.011,11.056
6996,E01007189,0.031,0.04,0.717,10.244
6997,E01007190,0.02,0.041,0.248,13.207
6998,E01007191,0.017,0.043,0.613,26.185
6999,E01007192,0.106,0.114,3.175,16.865
7000,E01007193,0.061,0.085,4.382,15.732
7001,E01007194,0.101,0.092,4.653,8.348
7002,E01007195,0.05,0.059,2.666,10.707
7003,E01007196,0.098,0.092,4.594,5.018
7004,E01007197,0.051,0.062,0.946,9.718
7005,E01007198,0.066,0.064,2.282,3.788
7006,E01007199,0.035,0.057,1.12,2.369
7007,E01007200,0.042,0.044,1.109,5.733
7008,E01007201,0.089,0.09,2.55,6.258
7009,E01007202,0.158,0.15,15.18,8.326
7010,E01007203,0.082,0.084,9.604,9.663
7011,E01007204,0.412,0.335,64.282,13.13
7012,E01007205,0.256,0.201,41.39,7.311
7013,E01007206,0.17,0.124,24.584,8.255
7014,E01007207,0.396,0.328,67.119,11.506
7015,E01007208,0.19,0.176,26.522,5.142
7016,E01007209,0.304,0.287,49.013,5.396
7017,E01007210,0.306,0.245,47.629,13.26
7018,E01007211,0.101,0.1,8.79,6.411
7019,E01007212,0.125,0.121,17.668,2.127
7020,E01007213,0.11,0.091,12.266,23.071
7021,E01007214,0.208,0.172,29.405,4.821
7022,E01007215,0.334,0.289,41.723,7.063
7023,E01007216,0.174,0.152,22.537,6.16
7024,E01007217,0.196,0.13,25.563,3.233
7025,E01007218,0.238,0.19,26.792,5.511
7026,E01007219,0.215,0.191,28.991,5.155
7027,E01007220,0.413,0.323,52.049,6.106
7028,E01007221,0.143,0.123,18.787,2.827
7029,E01007222,0.095,0.094,16.157,13.374
7030,E01007223,0.122,0.114,13.681,20.066
7031,E01007224,0.079,0.069,11.874,10.791
7032,E01007225,0.082,0.095,19.539,3.169
7033,E01007226,0.112,0.091,17.51,7.694
7034,E01007227,0.308,0.22,56.653,9.071
7035,E01007228,0.289,0.276,45.756,14.227
7036,E01007229,0.154,0.121,13.575,2.074
7037,E01007230,0.154,0.163,12.733,4.341
7038,E01007231,0.134,0.131,8.642,3.655
7039,E01007232,0.198,0.204,18.103,10.795
7040,E01007233,0.18,0.152,20.691,3.036
7041,E01007234,0.176,0.165,15.37,4.693
7042,E01007235,0.128,0.116,14.558,2.49
7043,E01007236,0.173,0.151,10.717,5.366
7044,E01007237,0.183,0.172,19.27,6.607
7045,E01007238,0.314,0.272,35.226,11.608
7046,E01007239,0.254,0.22,23.559,5.355
7047,E01007240,0.153,0.17,5.025,20.415
7048,E01007241,0.083,0.068,4.928,15.348
7049,E01007242,0.076,0.074,2.117,6.116
7050,E01007243,0.106,0.101,4.19,7.104
7051,E01007244,0.22,0.185,25.896,6.203
7052,E01007245,0.073,0.075,11.264,11.659
7053,E01007246,0.07,0.094,12.211,5.035
7054,E01007247,0.064,0.077,8.549,13.043
7055,E01007248,0.069,0.092,5.266,10.685
7056,E01007249,0.289,0.19,37.588,7.605
7057,E01007250,0.063,0.065,4.743,3.393
7058,E01007251,0.097,0.108,14.523,4.269
7059,E01007252,0.101,0.126,9.568,18.495
7060,E01007253,0.446,0.438,23.802,3.636
7061,E01007254,0.025,0.02,3.979,10.146
7062,E01007255,0.095,0.109,6.254,11.208
7063,E01007256,0.072,0.091,5.887,5.614
7064,E01007257,0.351,0.269,59.141,11.223
7065,E01007258,0.056,0.048,5.698,11.237
7066,E01007259,0.047,0.054,3.236,2.474
7067,E01007260,0.055,0.075,2.094,17.202
7068,E01007261,0.032,0.049,2.196,14.54
7069,E01007262,0.03,0.037,0.595,19.435
7070,E01007263,0.263,0.219,28.156,18.778
7071,E01007264,0.06,0.066,2.672,12.495
7072,E01007265,0.078,0.1,11.379,15.257
7073,E01007266,0.047,0.062,3.195,8.052
7074,E01007267,0.09,0.077,6.317,6.072
7075,E01007268,0.09,0.067,5.444,8.038
7076,E01007269,0.33,0.234,44.528,16.392
7077,E01007270,0.355,0.295,41.233,7.814
7078,E01007271,0.274,0.226,36.227,7.128
7079,E01007272,0.342,0.258,47.172,8.061
7080,E01007273,0.458,0.354,68.812,10.7
7081,E01007274,0.493,0.389,72.816,16.156
7082,E01007275,0.3,0.239,35.864,3.843
7083,E01007276,0.164,0.151,25.876,3.757
7084,E01007277,0.336,0.258,44.935,8.742
7085,E01007278,0.367,0.291,61.317,8.694
7086,E01007279,0.078,0.059,5.916,5.915
7087,E01007280,0.055,0.069,5.142,11.734
7088,E01007281,0.038,0.041,0.392,18.114
7089,E01007282,0.078,0.078,1.836,7.525
7090,E01007283,0.014,0.031,1.129,39.378
7091,E01007284,0.032,0.056,2.215,21.415
7092,E01007285,0.077,0.069,7.626,12.779
7093,E01007286,0.102,0.088,8.523,16.362
7094,E01007287,0.111,0.113,11.134,14.319
7095,E01007288,0.153,0.12,14.453,12.069
7096,E01007289,0.479,0.366,69.102,13.764
7097,E01007290,0.384,0.295,51.977,12.093
7098,E01007291,0.388,0.297,57.202,13.211
7099,E01007292,0.39,0.293,52.462,11.76
7100,E01007293,0.52,0.43,58.23,10.739
7101,E01007294,0.234,0.178,43.843,4.412
7102,E01007295,0.347,0.284,49.344,8.612
7103,E01007296,0.341,0.251,43.723,6.737
7104,E01007297,0.176,0.163,23.118,14.915
7105,E01007298,0.044,0.055,3.552,9.098
7106,E01007299,0.096,0.073,8.231,22.542
7107,E01007300,0.24,0.198,38.413,10.064
7108,E01007301,0.087,0.092,11.456,10.346
7109,E01007302,0.181,0.161,19.108,10.295
7110,E01007303,0.429,0.341,54.884,9.277
7111,E01007304,0.316,0.254,46.981,10.603
7112,E01007305,0.082,0.084,10.347,19.518
7113,E01007306,0.087,0.064,10.332,19.168
7114,E01007307,0.065,0.092,5.945,7.645
7115,E01007308,0.058,0.066,4.359,5.461
7116,E01007309,0.062,0.064,5.912,6.236
7117,E01007310,0.071,0.086,2.828,5.319
7118,E01007311,0.063,0.062,4.449,4.045
7119,E01007312,0.142,0.107,12.138,4.912
7120,E01007313,0.169,0.122,15.43,4.645
7121,E01007314,0.11,0.129,10.103,4.956
7122,E01007315,0.083,0.083,7.387,9.179
7123,E01007316,0.069,0.078,7.333,1.344
7124,E01007317,0.299,0.273,66.38,5.043
7125,E01007318,0.269,0.216,54.484,4.341
7126,E01007319,0.06,0.07,19.83,24.862
7127,E01007320,0.296,0.209,67.101,7.574
7128,E01007321,0.066,0.073,17.656,26.45
7129,E01007322,0.161,0.133,47.476,7.624
7130,E01007323,0.221,0.167,58.876,18.229
7131,E01007324,0.253,0.205,59.862,6.284
7132,E01007325,0.347,0.235,90.872,18.773
7133,E01007326,0.245,0.177,63.723,7.289
7134,E01007327,0.256,0.267,66.475,4.123
7135,E01007328,0.249,0.228,68.643,19.284
7136,E01007329,0.129,0.112,32.756,16.036
7137,E01007330,0.114,0.125,30.481,9.694
7138,E01007331,0.125,0.123,27.079,4.452
7139,E01007332,0.214,0.185,64.933,4.31
7140,E01007333,0.233,0.178,82.048,4.205
7141,E01007334,0.06,0.074,20.676,10.186
7142,E01007335,0.095,0.102,22.819,12.727
7143,E01007336,0.17,0.137,32.59,10.497
7144,E01007337,0.177,0.13,34.692,5.401
7145,E01007338,0.378,0.361,52.955,7.587
7146,E01007339,0.293,0.186,69.444,5.387
7147,E01007340,0.174,0.112,36.574,1.906
7148,E01007341,0.36,0.297,74.443,17.821
7149,E01007342,0.122,0.103,31.277,11.163
7150,E01007343,0.214,0.166,46.921,5.24
7151,E01007344,0.153,0.12,35.196,17.712
7152,E01007345,0.159,0.139,40.677,4.164
7153,E01007346,0.184,0.159,40.198,7.57
7154,E01007347,0.121,0.084,24.659,17.753
7155,E01007348,0.208,0.205,51.034,16.522
7156,E01007349,0.194,0.197,47.136,15.246
7157,E01007350,0.1,0.114,22.041,7.403
7158,E01007351,0.163,0.141,48.714,11.859
7159,E01007352,0.279,0.245,70.043,5.605
7160,E01007353,0.158,0.132,26.519,2.768
7161,E01007354,0.137,0.159,39.503,2.547
7162,E01007355,0.049,0.062,8.994,16.756
7163,E01007356,0.054,0.071,19.311,9.685
7164,E01007357,0.191,0.16,24.673,4.657
7165,E01007358,0.111,0.078,14.28,6.751
7166,E01007359,0.143,0.147,35.589,7.527
7167,E01007360,0.128,0.14,27.987,2.756
7168,E01007361,0.094,0.085,20.837,5.988
7169,E01007362,0.049,0.057,13.36,15.167
7170,E01007363,0.192,0.189,42.0,14.306
7171,E01007364,0.203,0.219,59.657,6.697
7172,E01007365,0.296,0.215,64.883,6.683
7173,E01007366,0.105,0.1,25.209,15.564
7174,E01007367,0.244,0.21,76.623,12.37
7175,E01007368,0.204,0.161,39.185,9.323
7176,E01007369,0.331,0.293,68.545,9.53
7177,E01007370,0.295,0.243,65.886,8.93
7178,E01007371,0.187,0.173,37.601,11.322
7179,E01007372,0.339,0.281,76.854,7.227
7180,E01007373,0.332,0.253,90.429,8.716
7181,E01007374,0.111,0.156,40.001,12.623
7182,E01007375,0.14,0.137,35.715,10.058
7183,E01007376,0.294,0.237,52.205,8.623
7184,E01007377,0.301,0.229,74.942,6.444
7185,E01007378,0.355,0.308,75.954,7.373
7186,E01007379,0.07,0.063,11.693,8.565
7187,E01007380,0.062,0.06,8.537,18.299
7188,E01007381,0.063,0.075,9.685,10.904
7189,E01007382,0.135,0.113,22.746,2.76
7190,E01007383,0.071,0.054,9.159,14.147
7191,E01007384,0.063,0.077,11.261,4.965
7192,E01007385,0.196,0.211,35.359,9.611
7193,E01007386,0.044,0.045,9.907,13.929
7194,E01007387,0.128,0.113,16.662,8.08
7195,E01007388,0.091,0.101,17.35,8.94
7196,E01007389,0.054,0.08,18.751,9.593
7197,E01007390,0.121,0.115,22.175,7.397
7198,E01007391,0.222,0.186,36.898,9.326
7199,E01007392,0.236,0.204,67.112,10.303
7200,E01007393,0.158,0.131,27.816,4.787
7201,E01007394,0.228,0.192,60.898,10.153
7202,E01007395,0.228,0.198,53.617,14.904
7203,E01007396,0.121,0.117,22.303,7.85
7204,E01007397,0.187,0.187,26.39,8.891
7205,E01007398,0.115,0.128,23.823,13.765
7206,E01007399,0.092,0.072,12.809,2.697
7207,E01007400,0.082,0.086,21.731,10.744
7208,E01007402,0.324,0.257,78.422,8.421
7209,E01007403,0.302,0.265,81.42,7.25
7210,E01007404,0.073,0.087,22.248,9.974
7211,E01007405,0.22,0.223,56.952,18.012
7212,E01007406,0.25,0.245,61.991,14.868
7213,E01007408,0.091,0.076,15.8,4.623
7214,E01007409,0.069,0.064,10.695,8.197
7215,E01007410,0.282,0.259,43.948,20.139
7216,E01007411,0.369,0.305,82.003,9.307
7217,E01007413,0.308,0.244,65.703,7.294
7218,E01007414,0.196,0.194,41.009,5.719
7219,E01007415,0.158,0.142,22.854,9.726
7220,E01007416,0.328,0.255,82.718,10.056
7221,E01007417,0.218,0.174,41.917,2.318
7222,E01007418,0.037,0.041,3.636,19.671
7223,E01007419,0.065,0.05,2.185,12.035
7224,E01007420,0.073,0.066,6.552,5.088
7225,E01007421,0.043,0.041,8.828,30.226
7226,E01007422,0.04,0.061,3.68,22.17
7227,E01007423,0.07,0.081,7.236,17.005
7228,E01007424,0.099,0.084,13.15,18.592
7229,E01007425,0.022,0.034,2.366,30.972
7230,E01007426,0.068,0.06,16.924,44.53
7231,E01007427,0.084,0.08,14.351,17.211
7232,E01007428,0.057,0.052,7.611,16.325
7233,E01007429,0.188,0.16,33.811,3.766
7234,E01007430,0.032,0.036,5.433,11.978
7235,E01007431,0.073,0.068,14.296,12.438
7236,E01007432,0.057,0.053,11.013,6.179
7237,E01007433,0.177,0.14,34.457,16.733
7238,E01007434,0.142,0.13,27.475,2.454
7239,E01007435,0.27,0.206,55.998,5.91
7240,E01007436,0.137,0.141,26.662,14.188
7241,E01007437,0.224,0.173,37.513,22.877
7242,E01007438,0.137,0.105,18.199,6.121
7243,E01007439,0.068,0.084,14.935,6.422
7244,E01007440,0.265,0.22,55.28,6.224
7245,E01007441,0.143,0.089,30.062,3.33
7246,E01007442,0.041,0.061,6.106,14.162
7247,E01007443,0.264,0.171,41.506,8.031
7248,E01007444,0.125,0.133,13.688,15.885
7249,E01007445,0.142,0.12,30.756,5.11
7250,E01007446,0.107,0.094,13.334,2.093
7251,E01007447,0.185,0.173,44.338,11.836
7252,E01007448,0.223,0.179,45.282,6.617
7253,E01007449,0.146,0.135,34.817,9.997
7254,E01007450,0.234,0.226,49.023,24.729
7255,E01007451,0.187,0.152,47.112,11.167
7256,E01007452,0.088,0.098,14.809,12.535
7257,E01007453,0.317,0.27,76.272,12.2
7258,E01007455,0.072,0.105,20.959,15.287
7259,E01007456,0.076,0.088,26.725,10.083
7260,E01007457,0.182,0.159,38.096,6.706
7261,E01007458,0.166,0.143,34.198,7.938
7262,E01007459,0.118,0.148,25.685,8.502
7263,E01007460,0.137,0.138,33.05,8.429
7264,E01007461,0.301,0.267,51.617,4.451
7265,E01007462,0.32,0.233,57.926,8.159
7266,E01007463,0.352,0.341,73.611,5.549
7267,E01007464,0.242,0.19,53.729,16.976
7268,E01007465,0.165,0.157,51.325,20.477
7269,E01007466,0.327,0.245,79.434,11.896
7270,E01007467,0.177,0.152,59.155,9.577
7271,E01007468,0.057,0.1,23.773,24.369
7272,E01007469,0.111,0.116,30.995,12.246
7273,E01007470,0.199,0.171,61.413,10.344
7274,E01007471,0.069,0.068,14.099,21.707
7275,E01007472,0.315,0.245,87.388,15.497
7276,E01007473,0.198,0.144,50.679,9.987
7277,E01007474,0.312,0.271,78.751,14.642
7278,E01007475,0.036,0.046,5.474,13.991
7279,E01007476,0.122,0.093,18.434,6.291
7280,E01007477,0.068,0.078,13.267,6.224
7281,E01007478,0.102,0.113,31.586,12.339
7282,E01007479,0.169,0.127,37.851,24.367
7283,E01007480,0.174,0.13,44.594,12.268
7284,E01007482,0.231,0.182,61.652,13.268
7285,E01007483,0.075,0.062,20.253,17.703
7286,E01007484,0.124,0.108,31.728,15.752
